ciudad_origen,ciudad_destino,fecha_salida,fecha_llegada,duracion,tipo_tren,clase,precio,tarifa,fecha_captura,mes_salida,dia_semana,hora_salida,hora_captura,dias_anticipacion,temporada,duracion_minutos
MADRID,BARCELONA,2019-05-18 15:30:00,2019-05-18 18:40:00,3.17,AVE,Preferente,86.8,Promo,2019-04-11 21:49:48,5,Sábado,15,21,36,Primavera,190.0
MADRID,BARCELONA,2019-05-18 16:30:00,2019-05-18 19:15:00,2.75,AVE,Turista Plus,80.15,Promo,2019-04-11 21:49:48,5,Sábado,16,21,36,Primavera,165.0
MADRID,BARCELONA,2019-05-18 19:30:00,2019-05-18 22:40:00,3.17,AVE,Turista Plus,49.15,Promo,2019-04-11 21:49:48,5,Sábado,19,21,36,Primavera,190.0
MADRID,BARCELONA,2019-05-22 16:30:00,2019-05-22 19:15:00,2.75,AVE,Turista Plus,90.5,Promo,2019-04-11 21:50:04,5,Miércoles,16,21,40,Primavera,165.0
MADRID,BARCELONA,2019-05-22 06:10:00,2019-05-22 08:40:00,2.5,AVE,Turista,85.1,Promo,2019-04-11 21:50:04,5,Miércoles,6,21,40,Primavera,150.0
MADRID,BARCELONA,2019-05-22 17:30:00,2019-05-22 20:40:00,3.17,AVE,Turista,85.1,Promo,2019-04-11 21:50:04,5,Miércoles,17,21,40,Primavera,190.0
MADRID,BARCELONA,2019-05-22 06:30:00,2019-05-22 09:20:00,2.83,AVE,Turista,40.95,Promo,2019-04-11 21:50:04,5,Miércoles,6,21,40,Primavera,170.0
MADRID,BARCELONA,2019-04-22 16:30:00,2019-04-22 19:15:00,2.75,AVE,Preferente,181.5,Flexible,2019-04-11 21:50:04,4,Lunes,16,21,10,Primavera,165.0
MADRID,BARCELONA,2019-05-22 07:00:00,2019-05-22 09:30:00,2.5,AVE,Turista Plus,94.55,Promo,2019-04-11 21:50:04,5,Miércoles,7,21,40,Primavera,150.0
MADRID,BARCELONA,2019-04-22 07:00:00,2019-04-22 09:30:00,2.5,AVE,Turista Plus,106.75,Promo,2019-04-11 21:50:04,4,Lunes,7,21,10,Primavera,150.0
MADRID,BARCELONA,2019-05-22 07:15:00,2019-05-22 16:37:00,9.37,R. EXPRES,Turista,43.25,Adulto ida,2019-04-11 21:50:04,5,Miércoles,7,21,40,Primavera,562.0
MADRID,BARCELONA,2019-04-22 08:00:00,2019-04-22 10:30:00,2.5,AVE,Turista,100.4,Promo,2019-04-11 21:50:04,4,Lunes,8,21,10,Primavera,150.0
MADRID,BARCELONA,2019-05-22 07:20:00,2019-05-22 09:50:00,2.5,AVE,Turista,100.4,Promo,2019-04-11 21:50:04,5,Miércoles,7,21,40,Primavera,150.0
MADRID,BARCELONA,2019-05-22 08:00:00,2019-05-22 10:30:00,2.5,AVE,Turista,100.4,Promo,2019-04-11 21:50:04,5,Miércoles,8,21,40,Primavera,150.0
MADRID,BARCELONA,2019-05-22 07:30:00,2019-05-22 10:40:00,3.17,AVE,Turista,85.1,Promo,2019-04-11 21:50:04,5,Miércoles,7,21,40,Primavera,190.0
MADRID,BARCELONA,2019-04-22 14:30:00,2019-04-22 17:21:00,2.85,AVE,Turista,107.7,Flexible,2019-04-11 21:50:04,4,Lunes,14,21,10,Primavera,171.0
MADRID,BARCELONA,2019-04-22 05:50:00,2019-04-22 08:55:00,3.08,AVE,Turista,66.75,Promo,2019-04-11 21:50:04,4,Lunes,5,21,10,Primavera,185.0
MADRID,BARCELONA,2019-05-22 08:20:00,2019-05-22 11:05:00,2.75,AVE,Turista,40.95,Promo,2019-04-11 21:50:04,5,Miércoles,8,21,40,Primavera,165.0
MADRID,BARCELONA,2019-05-22 09:30:00,2019-05-22 12:34:00,3.07,AVE,Turista,85.1,Promo,2019-04-11 21:50:04,5,Miércoles,9,21,40,Primavera,184.0
MADRID,BARCELONA,2019-05-22 08:30:00,2019-05-22 11:15:00,2.75,AVE,Turista,75.4,Promo,2019-04-11 21:50:04,5,Miércoles,8,21,40,Primavera,165.0
MADRID,BARCELONA,2019-04-22 06:30:00,2019-04-22 09:20:00,2.83,AVE,Turista,75.4,Promo,2019-04-11 21:50:04,4,Lunes,6,21,10,Primavera,170.0
MADRID,BARCELONA,2019-05-22 09:00:00,2019-05-22 11:45:00,2.75,AVE,Turista,85.1,Promo,2019-04-11 21:50:04,5,Miércoles,9,21,40,Primavera,165.0
MADRID,BARCELONA,2019-04-22 10:30:00,2019-04-22 13:15:00,2.75,AVE,Turista,107.7,Flexible,2019-04-11 21:50:04,4,Lunes,10,21,10,Primavera,165.0
MADRID,BARCELONA,2019-05-22 10:30:00,2019-05-22 13:15:00,2.75,AVE,Turista,85.1,Promo,2019-04-11 21:50:04,5,Miércoles,10,21,40,Primavera,165.0
MADRID,BARCELONA,2019-04-22 19:30:00,2019-04-22 22:40:00,3.17,AVE,Preferente,181.5,Flexible,2019-04-11 21:50:04,4,Lunes,19,21,10,Primavera,190.0
MADRID,BARCELONA,2019-05-22 11:30:00,2019-05-22 14:40:00,3.17,AVE,Turista,85.1,Promo,2019-04-11 21:50:04,5,Miércoles,11,21,40,Primavera,190.0
MADRID,BARCELONA,2019-05-22 17:00:00,2019-05-22 19:30:00,2.5,AVE,Turista,100.4,Promo,2019-04-11 21:50:04,5,Miércoles,17,21,40,Primavera,150.0
MADRID,BARCELONA,2019-05-22 12:30:00,2019-05-22 15:30:00,3.0,AVE,Turista Plus,90.5,Promo,2019-04-11 21:50:04,5,Miércoles,12,21,40,Primavera,180.0
MADRID,BARCELONA,2019-05-22 15:30:00,2019-05-22 18:40:00,3.17,AVE,Turista,85.1,Promo,2019-04-11 21:50:04,5,Miércoles,15,21,40,Primavera,190.0
MADRID,BARCELONA,2019-05-22 13:25:00,2019-05-22 16:24:00,2.98,AVE,Turista,40.95,Promo,2019-04-11 21:50:04,5,Miércoles,13,21,40,Primavera,179.0
MADRID,BARCELONA,2019-05-22 14:00:00,2019-05-22 16:30:00,2.5,AVE,Turista,78.8,Promo,2019-04-11 21:50:04,5,Miércoles,14,21,40,Primavera,150.0
MADRID,BARCELONA,2019-04-22 21:25:00,2019-04-22 23:55:00,2.5,AVE,Turista,107.7,Flexible,2019-04-11 21:50:04,4,Lunes,21,21,10,Primavera,150.0
MADRID,BARCELONA,2019-05-22 14:30:00,2019-05-22 17:21:00,2.85,AVE,Turista,66.75,Promo,2019-04-11 21:50:04,5,Miércoles,14,21,40,Primavera,171.0
MADRID,BARCELONA,2019-05-22 20:30:00,2019-05-22 23:40:00,3.17,AVE,Turista,49.55,Promo,2019-04-11 21:50:04,5,Miércoles,20,21,40,Primavera,190.0
MADRID,BARCELONA,2019-05-22 15:00:00,2019-05-22 17:30:00,2.5,AVE,Turista,88.95,Promo,2019-04-11 21:50:04,5,Miércoles,15,21,40,Primavera,150.0
MADRID,BARCELONA,2019-05-22 16:00:00,2019-05-22 18:30:00,2.5,AVE,Turista,68.65,Promo,2019-04-11 21:50:04,5,Miércoles,16,21,40,Primavera,150.0
MADRID,BARCELONA,2019-05-22 19:00:00,2019-05-22 21:30:00,2.5,AVE,Turista Plus,82.35,Promo,2019-04-11 21:50:04,5,Miércoles,19,21,40,Primavera,150.0
MADRID,BARCELONA,2019-04-22 19:00:00,2019-04-22 21:30:00,2.5,AVE,Turista,127.1,Flexible,2019-04-11 21:50:04,4,Lunes,19,21,10,Primavera,150.0
MADRID,BARCELONA,2019-05-22 18:00:00,2019-05-22 20:30:00,2.5,AVE,Turista,100.4,Promo,2019-04-11 21:50:04,5,Miércoles,18,21,40,Primavera,150.0
MADRID,BARCELONA,2019-05-22 18:30:00,2019-05-22 21:20:00,2.83,AVE,Turista Plus,102.15,Promo,2019-04-11 21:50:04,5,Miércoles,18,21,40,Primavera,170.0
MADRID,BARCELONA,2019-05-22 19:30:00,2019-05-22 22:40:00,3.17,AVE,Turista,58.15,Promo,2019-04-11 21:50:04,5,Miércoles,19,21,40,Primavera,190.0
MADRID,BARCELONA,2019-05-22 20:00:00,2019-05-22 22:30:00,2.5,AVE,Turista,78.8,Promo,2019-04-11 21:50:04,5,Miércoles,20,21,40,Primavera,150.0
MADRID,BARCELONA,2019-04-22 17:00:00,2019-04-22 19:30:00,2.5,AVE,Turista,127.1,Flexible,2019-04-11 21:50:04,4,Lunes,17,21,10,Primavera,150.0
MADRID,BARCELONA,2019-04-22 18:30:00,2019-04-22 21:20:00,2.83,AVE,Turista,107.7,Flexible,2019-04-11 21:50:04,4,Lunes,18,21,10,Primavera,170.0
MADRID,BARCELONA,2019-05-22 21:25:00,2019-05-22 23:55:00,2.5,AVE,Turista,75.4,Promo,2019-04-11 21:50:04,5,Miércoles,21,21,40,Primavera,150.0
MADRID,BARCELONA,2019-04-22 07:15:00,2019-04-22 16:37:00,9.37,R. EXPRES,Turista,43.25,Adulto ida,2019-04-11 21:50:04,4,Lunes,7,21,10,Primavera,562.0
MADRID,BARCELONA,2019-04-22 13:25:00,2019-04-22 16:24:00,2.98,AVE,Preferente,181.5,Flexible,2019-04-11 21:50:04,4,Lunes,13,21,10,Primavera,179.0
MADRID,BARCELONA,2019-04-22 07:30:00,2019-04-22 10:40:00,3.17,AVE,Turista,85.1,Promo,2019-04-11 21:50:04,4,Lunes,7,21,10,Primavera,190.0
MADRID,BARCELONA,2019-04-22 16:00:00,2019-04-22 18:30:00,2.5,AVE,Turista,127.1,Flexible,2019-04-11 21:50:04,4,Lunes,16,21,10,Primavera,150.0
MADRID,BARCELONA,2019-04-22 09:30:00,2019-04-22 12:34:00,3.07,AVE,Turista Plus,102.15,Promo,2019-04-11 21:50:04,4,Lunes,9,21,10,Primavera,184.0
MADRID,BARCELONA,2019-04-22 15:00:00,2019-04-22 17:30:00,2.5,AVE,Preferente,132.8,Promo,2019-04-11 21:50:04,4,Lunes,15,21,10,Primavera,150.0
MADRID,BARCELONA,2019-04-22 11:30:00,2019-04-22 14:40:00,3.17,AVE,Preferente,181.5,Flexible,2019-04-11 21:50:04,4,Lunes,11,21,10,Primavera,190.0
MADRID,BARCELONA,2019-04-22 12:30:00,2019-04-22 15:30:00,3.0,AVE,Preferente,181.5,Flexible,2019-04-11 21:50:04,4,Lunes,12,21,10,Primavera,180.0
MADRID,BARCELONA,2019-04-22 14:00:00,2019-04-22 16:30:00,2.5,AVE,Turista,127.1,Flexible,2019-04-11 21:50:04,4,Lunes,14,21,10,Primavera,150.0
MADRID,BARCELONA,2019-04-22 20:00:00,2019-04-22 22:30:00,2.5,AVE,Turista,127.1,Flexible,2019-04-11 21:50:04,4,Lunes,20,21,10,Primavera,150.0
MADRID,BARCELONA,2019-04-22 15:30:00,2019-04-22 18:40:00,3.17,AVE,Turista,107.7,Flexible,2019-04-11 21:50:04,4,Lunes,15,21,10,Primavera,190.0
MADRID,BARCELONA,2019-04-22 17:30:00,2019-04-22 20:40:00,3.17,AVE,Turista,107.7,Flexible,2019-04-11 21:50:04,4,Lunes,17,21,10,Primavera,190.0
MADRID,BARCELONA,2019-04-22 18:00:00,2019-04-22 20:30:00,2.5,AVE,Preferente,214.2,Flexible,2019-04-11 21:50:04,4,Lunes,18,21,10,Primavera,150.0
MADRID,BARCELONA,2019-04-22 20:30:00,2019-04-22 23:40:00,3.17,AVE,Preferente,181.5,Flexible,2019-04-11 21:50:04,4,Lunes,20,21,10,Primavera,190.0
MADRID,BARCELONA,2019-04-27 09:30:00,2019-04-27 12:34:00,3.07,AVE,Turista Plus,102.15,Promo,2019-04-11 21:50:20,4,Sábado,9,21,15,Primavera,184.0
MADRID,BARCELONA,2019-04-27 06:20:00,2019-04-27 09:29:00,3.15,AVE,Preferente,86.8,Promo,2019-04-11 21:50:20,4,Sábado,6,21,15,Primavera,189.0
MADRID,BARCELONA,2019-04-27 13:25:00,2019-04-27 16:24:00,2.98,AVE,Turista,107.7,Flexible,2019-04-11 21:50:20,4,Sábado,13,21,15,Primavera,179.0
MADRID,BARCELONA,2019-04-27 07:30:00,2019-04-27 10:40:00,3.17,AVE,Turista,75.4,Promo,2019-04-11 21:50:20,4,Sábado,7,21,15,Primavera,190.0
MADRID,BARCELONA,2019-04-27 10:30:00,2019-04-27 13:15:00,2.75,AVE,Turista,58.15,Promo,2019-04-11 21:50:20,4,Sábado,10,21,15,Primavera,165.0
MADRID,BARCELONA,2019-04-27 08:30:00,2019-04-27 11:15:00,2.75,AVE,Turista,85.1,Promo,2019-04-11 21:50:20,4,Sábado,8,21,15,Primavera,165.0
MADRID,BARCELONA,2019-04-27 16:30:00,2019-04-27 19:15:00,2.75,AVE,Turista,107.7,Flexible,2019-04-11 21:50:20,4,Sábado,16,21,15,Primavera,165.0
MADRID,BARCELONA,2019-04-27 11:30:00,2019-04-27 14:40:00,3.17,AVE,Turista Plus,102.15,Promo,2019-04-11 21:50:20,4,Sábado,11,21,15,Primavera,190.0
MADRID,BARCELONA,2019-04-27 19:30:00,2019-04-27 22:40:00,3.17,AVE,Turista Plus,90.5,Promo,2019-04-11 21:50:20,4,Sábado,19,21,15,Primavera,190.0
MADRID,BARCELONA,2019-04-27 12:30:00,2019-04-27 15:30:00,3.0,AVE,Turista Plus,102.15,Promo,2019-04-11 21:50:20,4,Sábado,12,21,15,Primavera,180.0
MADRID,BARCELONA,2019-04-27 15:30:00,2019-04-27 18:40:00,3.17,AVE,Turista,58.15,Promo,2019-04-11 21:50:20,4,Sábado,15,21,15,Primavera,190.0
MADRID,BARCELONA,2019-04-27 17:30:00,2019-04-27 20:40:00,3.17,AVE,Turista Plus,49.15,Promo,2019-04-11 21:50:20,4,Sábado,17,21,15,Primavera,190.0
MADRID,BARCELONA,2019-05-28 07:30:00,2019-05-28 10:40:00,3.17,AVE,Turista,85.1,Promo,2019-04-11 21:50:23,5,Martes,7,21,46,Primavera,190.0
MADRID,BARCELONA,2019-05-28 07:15:00,2019-05-28 16:37:00,9.37,R. EXPRES,Turista,43.25,Adulto ida,2019-04-11 21:50:23,5,Martes,7,21,46,Primavera,562.0
MADRID,BARCELONA,2019-05-28 08:00:00,2019-05-28 10:30:00,2.5,AVE,Turista,100.4,Promo,2019-04-11 21:50:23,5,Martes,8,21,46,Primavera,150.0
MADRID,BARCELONA,2019-05-28 07:20:00,2019-05-28 09:50:00,2.5,AVE,Turista,100.4,Promo,2019-04-11 21:50:23,5,Martes,7,21,46,Primavera,150.0
MADRID,BARCELONA,2019-05-28 11:30:00,2019-05-28 14:40:00,3.17,AVE,Turista,75.4,Promo,2019-04-11 21:50:23,5,Martes,11,21,46,Primavera,190.0
MADRID,BARCELONA,2019-05-28 16:00:00,2019-05-28 18:30:00,2.5,AVE,Turista,68.65,Promo,2019-04-11 21:50:23,5,Martes,16,21,46,Primavera,150.0
MADRID,BARCELONA,2019-05-28 06:30:00,2019-05-28 09:20:00,2.83,AVE,Turista,66.75,Promo,2019-04-11 21:50:23,5,Martes,6,21,46,Primavera,170.0
MADRID,BARCELONA,2019-05-28 08:20:00,2019-05-28 11:05:00,2.75,AVE,Turista,75.4,Promo,2019-04-11 21:50:23,5,Martes,8,21,46,Primavera,165.0
MADRID,BARCELONA,2019-05-28 14:00:00,2019-05-28 16:30:00,2.5,AVE,Turista,78.8,Promo,2019-04-11 21:50:23,5,Martes,14,21,46,Primavera,150.0
MADRID,BARCELONA,2019-05-28 08:30:00,2019-05-28 11:15:00,2.75,AVE,Turista,75.4,Promo,2019-04-11 21:50:23,5,Martes,8,21,46,Primavera,165.0
MADRID,BARCELONA,2019-05-28 20:00:00,2019-05-28 22:30:00,2.5,AVE,Turista,88.95,Promo,2019-04-11 21:50:23,5,Martes,20,21,46,Primavera,150.0
MADRID,BARCELONA,2019-05-28 09:00:00,2019-05-28 11:45:00,2.75,AVE,Turista,85.1,Promo,2019-04-11 21:50:23,5,Martes,9,21,46,Primavera,165.0
MADRID,BARCELONA,2019-05-28 13:25:00,2019-05-28 16:24:00,2.98,AVE,Turista,66.75,Promo,2019-04-11 21:50:23,5,Martes,13,21,46,Primavera,179.0
MADRID,BARCELONA,2019-05-28 09:30:00,2019-05-28 12:34:00,3.07,AVE,Turista Plus,80.15,Promo,2019-04-11 21:50:23,5,Martes,9,21,46,Primavera,184.0
MADRID,BARCELONA,2019-05-28 16:30:00,2019-05-28 19:15:00,2.75,AVE,Turista,107.7,Flexible,2019-04-11 21:50:23,5,Martes,16,21,46,Primavera,165.0
MADRID,BARCELONA,2019-05-28 10:30:00,2019-05-28 13:15:00,2.75,AVE,Turista,85.1,Promo,2019-04-11 21:50:23,5,Martes,10,21,46,Primavera,165.0
MADRID,BARCELONA,2019-05-28 06:10:00,2019-05-28 08:40:00,2.5,AVE,Turista Plus,80.15,Promo,2019-04-11 21:50:23,5,Martes,6,21,46,Primavera,150.0
MADRID,BARCELONA,2019-05-28 14:30:00,2019-05-28 17:21:00,2.85,AVE,Turista,58.15,Promo,2019-04-11 21:50:23,5,Martes,14,21,46,Primavera,171.0
MADRID,BARCELONA,2019-05-28 12:30:00,2019-05-28 15:30:00,3.0,AVE,Turista,49.55,Promo,2019-04-11 21:50:23,5,Martes,12,21,46,Primavera,180.0
MADRID,BARCELONA,2019-05-28 18:00:00,2019-05-28 20:30:00,2.5,AVE,Turista,100.4,Promo,2019-04-11 21:50:23,5,Martes,18,21,46,Primavera,150.0
MADRID,BARCELONA,2019-05-28 15:00:00,2019-05-28 17:30:00,2.5,AVE,Turista,68.65,Promo,2019-04-11 21:50:23,5,Martes,15,21,46,Primavera,150.0
MADRID,BARCELONA,2019-05-28 15:30:00,2019-05-28 18:40:00,3.17,AVE,Turista Plus,80.15,Promo,2019-04-11 21:50:23,5,Martes,15,21,46,Primavera,190.0
MADRID,BARCELONA,2019-05-28 19:30:00,2019-05-28 22:40:00,3.17,AVE,Turista,75.4,Promo,2019-04-11 21:50:23,5,Martes,19,21,46,Primavera,190.0
MADRID,BARCELONA,2019-05-28 07:00:00,2019-05-28 09:30:00,2.5,AVE,Turista Plus,94.55,Promo,2019-04-11 21:50:23,5,Martes,7,21,46,Primavera,150.0
MADRID,BARCELONA,2019-05-28 19:00:00,2019-05-28 21:30:00,2.5,AVE,Turista,78.8,Promo,2019-04-11 21:50:23,5,Martes,19,21,46,Primavera,150.0
MADRID,BARCELONA,2019-05-28 17:00:00,2019-05-28 19:30:00,2.5,AVE,Turista,88.95,Promo,2019-04-11 21:50:23,5,Martes,17,21,46,Primavera,150.0
MADRID,BARCELONA,2019-05-28 17:30:00,2019-05-28 20:40:00,3.17,AVE,Turista Plus,80.15,Promo,2019-04-11 21:50:23,5,Martes,17,21,46,Primavera,190.0
MADRID,BARCELONA,2019-05-28 18:30:00,2019-05-28 21:20:00,2.83,AVE,Turista Plus,102.15,Promo,2019-04-11 21:50:23,5,Martes,18,21,46,Primavera,170.0
MADRID,BARCELONA,2019-05-28 20:30:00,2019-05-28 23:40:00,3.17,AVE,Turista,40.95,Promo,2019-04-11 21:50:23,5,Martes,20,21,46,Primavera,190.0
MADRID,BARCELONA,2019-05-28 21:25:00,2019-05-28 23:55:00,2.5,AVE,Turista,58.15,Promo,2019-04-11 21:50:23,5,Martes,21,21,46,Primavera,150.0
MADRID,SEVILLA,2019-06-01 21:25:00,2019-06-02 00:10:00,2.75,AV City,Turista Plus,52.2,Promo,2019-04-11 21:50:34,6,Sábado,21,21,50,Verano,165.0
MADRID,SEVILLA,2019-06-01 07:00:00,2019-06-01 09:55:00,2.92,AV City,Turista Plus,58.95,Promo,2019-04-11 21:50:34,6,Sábado,7,21,50,Verano,175.0
MADRID,SEVILLA,2019-06-01 11:00:00,2019-06-01 13:32:00,2.53,AVE,Preferente,61.45,Promo,2019-04-11 21:50:34,6,Sábado,11,21,50,Verano,152.0
MADRID,SEVILLA,2019-06-01 08:00:00,2019-06-01 10:32:00,2.53,AVE,Turista,47.3,Promo,2019-04-11 21:50:34,6,Sábado,8,21,50,Verano,152.0
MADRID,SEVILLA,2019-06-01 09:45:00,2019-06-01 12:27:00,2.7,INTERCITY,Turista,62.2,Flexible,2019-04-11 21:50:34,6,Sábado,9,21,50,Verano,162.0
MADRID,SEVILLA,2019-06-01 08:30:00,2019-06-01 11:14:00,2.73,ALVIA,Preferente,61.2,Promo,2019-04-11 21:50:34,6,Sábado,8,21,50,Verano,164.0
MADRID,SEVILLA,2019-06-01 18:00:00,2019-06-01 20:32:00,2.53,AVE,Turista,47.3,Promo,2019-04-11 21:50:34,6,Sábado,18,21,50,Verano,152.0
MADRID,SEVILLA,2019-06-01 09:00:00,2019-06-01 11:38:00,2.63,AVE,Turista,47.3,Promo,2019-04-11 21:50:34,6,Sábado,9,21,50,Verano,158.0
MADRID,SEVILLA,2019-06-01 12:00:00,2019-06-01 14:32:00,2.53,AVE,Preferente,69.35,Promo,2019-04-11 21:50:34,6,Sábado,12,21,50,Verano,152.0
MADRID,SEVILLA,2019-06-01 17:00:00,2019-06-01 19:38:00,2.63,AVE,Turista,47.3,Promo,2019-04-11 21:50:34,6,Sábado,17,21,50,Verano,158.0
MADRID,SEVILLA,2019-06-01 10:00:00,2019-06-01 12:32:00,2.53,AVE,Turista,53.4,Promo,2019-04-11 21:50:34,6,Sábado,10,21,50,Verano,152.0
MADRID,SEVILLA,2019-06-01 16:00:00,2019-06-01 18:30:00,2.5,AVE,Preferente,61.45,Promo,2019-04-11 21:50:34,6,Sábado,16,21,50,Verano,150.0
MADRID,SEVILLA,2019-06-01 20:35:00,2019-06-01 23:15:00,2.67,AVE,Turista,47.3,Promo,2019-04-11 21:50:34,6,Sábado,20,21,50,Verano,160.0
MADRID,SEVILLA,2019-06-01 14:00:00,2019-06-01 16:32:00,2.53,AVE,Preferente,61.45,Promo,2019-04-11 21:50:34,6,Sábado,14,21,50,Verano,152.0
MADRID,SEVILLA,2019-06-01 19:00:00,2019-06-01 21:38:00,2.63,AVE,Turista,47.3,Promo,2019-04-11 21:50:34,6,Sábado,19,21,50,Verano,158.0
